Timestamp,Do you agree to participate?,Birth Date ,Gender,Ethnicity ,Home Location,Education,Marital Status ,Please select a type of chocolate.,Please select a type of cheese,Please select a type of alcohol (other than wine),How do you like your tea/coffee,Select a type of candy,Please choose a scent group,Choose a salad dressing,Choose a wine category,I like my wine to be.... ,"From the list below, select Red Wines you enjoy","From the list below, select Rose Wines you enjoy","From the list below, select White Wines you enjoy"
2020/08/20 2:10:30 AM CDT,Agree,33146,Female,White/Caucasian,United States of America,Master's Degree,Single (Never Married),Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Beer,Tea/coffee with a little milk &/or cream,"Candy Bar (Snicker, Milky way, Twix)","Clean Linen,  Fresh Air, Seaside","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Red,Dry,Red - Malbec;Red - Cabernet sauvignon;Red - Merlot;Red - Pinot noir,,White - Chardonnay;White - Pinot Grigio;White - Sauvignon Blanc
2020/08/20 2:14:44 AM CDT,Agree,33346,Female,White/Caucasian,United States of America,Some High School,Other/Prefer not to say,Milk Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Tequila,Black (with nothing added),"Fruity (Skittles, Starburst, Jolly Ranchers)","Citrus, Floral, Herbal","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",White,Dry;Fruity,Red - Cabernet sauvignon;Red - Merlot;Red - Pinot noir;Red - Syrah;Red - Lambrusco,Rose - White Zinfandel;Rose - White Merlot,White - Chardonnay;White - Pinot Grigio;White - Riesling;White - Sauvignon Blanc;White - Chablis
2020/08/20 2:53:18 AM CDT,Agree,34161,Male,White/Caucasian,Europe,Trade School,Single (Never Married),I do not/can not eat chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Whiskey/Scotch,Tea/coffee with a little milk &/or cream,I do not eat candy,"Wood, Tobacco, Musk",I do not use dressing/eat salads,Red,Dry,,,
2020/08/20 3:06:13 AM CDT,Agree,35177,Male,White/Caucasian,United States of America,High School Diploma or equivalent,Single (Never Married),Dark Chocolate,"Soft (Brie, Camembert, Munster)",Tequila,Milk &/or cream with a little tea/coffee,"Candy Bar (Snicker, Milky way, Twix)","Cinnamon, Baked Goods, Frosting","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Rose,Fruity;Sweet,Red - Malbec;Red - Cabernet sauvignon;Red - Merlot;Red - Pinot noir;Red - Zinfandel,Rose - Cabernet;Rose - Pinot Noir;Rose - White Zinfandel;Rose - Pink Moscato;Rose - White Merlot,White - Chardonnay;White - Pinot Grigio;White - Moscato
2020/08/20 3:53:26 AM CDT,Agree,34700,Female,White/Caucasian,Australia/New Zealand,High School Diploma or equivalent,Single (Never Married),Dark Chocolate,I don't eat cheese,Whiskey/Scotch,Black (with nothing added),"Fruity (Skittles, Starburst, Jolly Ranchers)","Citrus, Floral, Herbal","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",White,Fruity,Red - Cabernet sauvignon;Red - Merlot;Red - Pinot noir,Rose - Pink Moscato;Rose - White Merlot,White - Pinot Grigio;White - Riesling;White - Moscato;White - Sauvignon Blanc
2020/08/20 5:14:49 AM CDT,Agree,32635,Female,White/Caucasian,United States of America,Bachelor's Degree,Single (Never Married),Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Whiskey/Scotch,Tea/coffee with a little milk &/or cream,"Sour (Sour patch kids, Warheads, Lemonheads)","Clean Linen,  Fresh Air, Seaside","Sweet/Herbal/Tangy (Thousand Island, Green Goddess, French)",White,Fruity;Sweet,Red - Malbec;Red - Zinfandel,Rose - Pink Moscato;Rose - White Merlot,White - Riesling;White - Moscato
2020/08/20 6:56:53 AM CDT,Agree,31048,Male,White/Caucasian,Europe,Other/Prefer not to say,Single (Never Married),Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Whiskey/Scotch,Black (with nothing added),"Candy Bar (Snicker, Milky way, Twix)","Clean Linen,  Fresh Air, Seaside","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Rose,Fruity;Bold,,,White - Gewürztraminer
2020/08/20 9:01:19 AM CDT,Agree,25337,Male,White/Caucasian,United States of America,Master's Degree,Married,Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Whiskey/Scotch,Black (with nothing added),"Candy Bar (Snicker, Milky way, Twix)","Cinnamon, Baked Goods, Frosting","Cream Based (Ranch, Blue cheese, Ceaser)",Red,Bold,Red - Malbec;Red - Cabernet Franc;Red - Cabernet sauvignon;Red - Merlot;Red - Grenache,Rose - Grenache;Rose - White Zinfandel,White - Chardonnay;White - Pinot Grigio;White - Riesling;White - Gewürztraminer
2020/08/20 9:56:49 AM CDT,Agree,30836,Male,White/Caucasian,Europe,Master's Degree,Single (Never Married),Milk Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Beer,Black (with nothing added),"Fruity (Skittles, Starburst, Jolly Ranchers)","Clean Linen,  Fresh Air, Seaside","Cream Based (Ranch, Blue cheese, Ceaser)",Red,Dry,Red - Malbec;Red - Merlot;Red - Pinot noir,Rose - Provence;Rose - Pinot Noir,White - Pinot Grigio;White - Riesling;White - Sauvignon Blanc;White - Chablis
2020/08/20 10:01:16 AM CDT,Agree,33513,Female,Latino or Hispanic,United States of America,Master's Degree,Single (Never Married),Dark Chocolate,"Soft (Brie, Camembert, Munster)",Beer,Tea/coffee with a little milk &/or cream,"Sour (Sour patch kids, Warheads, Lemonheads)","Clean Linen,  Fresh Air, Seaside","Cream Based (Ranch, Blue cheese, Ceaser)",White,Dry;Fruity;Sweet,Red - Malbec;Red - Cabernet sauvignon;Red - Merlot;Red - Pinot noir;Red - Zinfandel,Rose - Cabernet;Rose - Pink Moscato;Rose - White Merlot,White - Chardonnay;White - Pinot Grigio;White - Riesling;White - Moscato;White - Sauvignon Blanc;White - Viognier
2020/08/20 12:31:46 PM CDT,Agree,29711,Male,White/Caucasian,United States of America,Bachelor's Degree,Married,White Chocolate,"Soft (Brie, Camembert, Munster)",Vodka,Milk &/or cream with a little tea/coffee,"Sour (Sour patch kids, Warheads, Lemonheads)","Clean Linen,  Fresh Air, Seaside","Cream Based (Ranch, Blue cheese, Ceaser)",Red,Sweet,Red - Malbec;Red - Cabernet sauvignon;Red - Merlot;Red - Pinot noir;Red - Zinfandel;Red - Syrah;Red - Grenache;Red - Lambrusco,Rose - Tempranillo;Rose - Syrah;Rose - Cabernet;Rose - Pinot Noir;Rose - White Zinfandel;Rose - Pink Moscato,White - Chardonnay;White - Pinot Grigio;White - Riesling;White - Moscato;White - Semillon;White - Gewürztraminer
2020/08/20 1:11:22 PM CDT,Agree,33022,Female,Latino or Hispanic,United States of America,Bachelor's Degree,Married,Milk Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Tequila,Milk &/or cream with a little tea/coffee,"Sour (Sour patch kids, Warheads, Lemonheads)","Clean Linen,  Fresh Air, Seaside","Cream Based (Ranch, Blue cheese, Ceaser)",White,Fruity,Red - Malbec;Red - Cabernet sauvignon;Red - Pinot noir;Red - Zinfandel,Rose - Syrah;Rose - Cabernet;Rose - Provence;Rose - Pinot Noir;Rose - White Zinfandel;Rose - Pink Moscato;Rose - White Merlot,White - Chardonnay;White - Pinot Grigio;White - Riesling;White - Moscato;White - Sauvignon Blanc;White - Chenin Blanc;White - Semillon;White - Viognier;White - Marsanne;White - Chablis;White - Gewürztraminer;White - Tokaji
2020/08/20 1:27:44 PM CDT,Agree,32395,Male,White/Caucasian,United States of America,High School Diploma or equivalent,Married,Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Whiskey/Scotch,Black (with nothing added),"Fruity (Skittles, Starburst, Jolly Ranchers)","Wood, Tobacco, Musk","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",White,Dry;Sweet,Red - Malbec;Red - Cabernet sauvignon,,White - Pinot Grigio
2020/08/20 1:36:40 PM CDT,Agree,32857,Female,White/Caucasian,United States of America,Bachelor's Degree,Married,Milk Chocolate,"Soft (Brie, Camembert, Munster)",Beer,Tea/coffee with a little milk &/or cream,"Fruity (Skittles, Starburst, Jolly Ranchers)","Citrus, Floral, Herbal","Cream Based (Ranch, Blue cheese, Ceaser)",White,Fruity;Sweet,Red - Zinfandel,Rose - Tavel;Rose - White Zinfandel;Rose - Pink Moscato;Rose - White Merlot,White - Riesling;White - Moscato;White - Gewürztraminer
2020/08/20 1:41:16 PM CDT,Agree,29331,Male,White/Caucasian,United States of America,High School Diploma or equivalent,Divorced,Milk Chocolate,"Blue-veined (Roquefort, Gorgonzola, Bleu)",Whiskey/Scotch,Tea/coffee with a little milk &/or cream,"Candy Bar (Snicker, Milky way, Twix)","Wood, Tobacco, Musk","Cream Based (Ranch, Blue cheese, Ceaser)",White,Dry,Red - Nebbiolo;Red - Pinot noir;Red - Syrah,Rose - Tempranillo;Rose - White Zinfandel;Rose - White Merlot,White - Pinot Grigio;White - Sauvignon Blanc
2020/08/20 1:43:05 PM CDT,Agree,32805,Female,Latino or Hispanic,United States of America,Bachelor's Degree,Married,Milk Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Tequila,Milk &/or cream with a little tea/coffee,"Candy Bar (Snicker, Milky way, Twix)","Cinnamon, Baked Goods, Frosting","Cream Based (Ranch, Blue cheese, Ceaser)",Red,Dry;Fruity;Sweet;Bold,Red - Merlot;Red - Pinot noir,Rose - Syrah;Rose - Pink Moscato,White - Pinot Grigio;White - Riesling;White - Moscato
2020/08/20 1:50:46 PM CDT,Agree,33228,Male,White/Caucasian,Europe,Master's Degree,Married,White Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Whiskey/Scotch,Black (with nothing added),"Candy Bar (Snicker, Milky way, Twix)","Cinnamon, Baked Goods, Frosting","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Red,Dry,Red - Malbec;Red - Sangiovese;Red - Cabernet Franc;Red - Cabernet sauvignon;Red - Merlot;Red - Pinot noir,Rose - Provence;Rose - Pink Moscato,White - Chardonnay;White - Pinot Grigio;White - Sauvignon Blanc;White - Semillon;White - Marsanne
2020/08/20 1:51:28 PM CDT,Agree,32265,Female,White/Caucasian,United States of America,Other/Prefer not to say,Single (Never Married),Milk Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Vodka,Milk &/or cream with a little tea/coffee,"Fruity (Skittles, Starburst, Jolly Ranchers)","Clean Linen,  Fresh Air, Seaside","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",White,Sweet,Red - Zinfandel,Rose - White Zinfandel;Rose - Pink Moscato,White - Riesling;White - Moscato
2020/08/20 2:02:51 PM CDT,Agree,22449,Male,White/Caucasian,United States of America,Bachelor's Degree,Divorced,Dark Chocolate,I don't eat cheese,Beer,I do not drink coffee or tea,I do not eat candy,"Clean Linen,  Fresh Air, Seaside","Cream Based (Ranch, Blue cheese, Ceaser)",Rose,Bold,Red - Pinot noir,Rose - White Zinfandel,White - Chardonnay
2020/08/20 2:23:05 PM CDT,Agree,33844,Female,White/Caucasian,United States of America,Bachelor's Degree,Single (Never Married),Milk Chocolate,"Soft (Brie, Camembert, Munster)",Beer,Milk &/or cream with a little tea/coffee,"Sour (Sour patch kids, Warheads, Lemonheads)","Cinnamon, Baked Goods, Frosting","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",White,Fruity;Sweet,Red - Cabernet sauvignon;Red - Merlot;Red - Pinot noir;Red - Zinfandel,Rose - Cabernet;Rose - Pinot Noir;Rose - White Zinfandel;Rose - Pink Moscato;Rose - White Merlot,White - Chardonnay;White - Pinot Grigio;White - Riesling;White - Moscato;White - Sauvignon Blanc
2020/08/20 2:31:37 PM CDT,Agree,30963,Male,White/Caucasian,United States of America,Ph.D. or higher,Single (Never Married),Milk Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Tequila,Milk &/or cream with a little tea/coffee,"Candy Bar (Snicker, Milky way, Twix)","Clean Linen,  Fresh Air, Seaside","Sweet/Herbal/Tangy (Thousand Island, Green Goddess, French)",White,Fruity;Bold,Red - Merlot;Red - Pinot noir,Rose - Cabernet;Rose - White Zinfandel;Rose - White Merlot,White - Chardonnay;White - Pinot Grigio;White - Moscato;White - Sauvignon Blanc
2020/08/20 2:41:10 PM CDT,Agree,33093,Female,White/Caucasian,United States of America,Bachelor's Degree,Single (Never Married),Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Beer,Tea/coffee with a little milk &/or cream,"Candy Bar (Snicker, Milky way, Twix)","Cinnamon, Baked Goods, Frosting","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Red,Fruity,Red - Malbec;Red - Sangiovese;Red - Cabernet sauvignon;Red - Pinot noir,Rose - Sangiovese,White - Pinot Grigio;White - Riesling;White - Sauvignon Blanc
2020/08/20 2:42:06 PM CDT,Agree,25862,Female,White/Caucasian,United States of America,Bachelor's Degree,Other/Prefer not to say,Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Vodka,Milk &/or cream with a little tea/coffee,"Candy Bar (Snicker, Milky way, Twix)","Wood, Tobacco, Musk","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",White,Dry,Red - Cabernet sauvignon;Red - Merlot,Rose - Sangiovese;Rose - Provence,White - Chardonnay;White - Pinot Grigio;White - Sauvignon Blanc
2020/08/20 3:12:26 PM CDT,Agree,35969,Female,White/Caucasian,United States of America,Bachelor's Degree,Single (Never Married),Milk Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Vodka,Tea/coffee with a little milk &/or cream,"Fruity (Skittles, Starburst, Jolly Ranchers)","Cinnamon, Baked Goods, Frosting","Cream Based (Ranch, Blue cheese, Ceaser)",Rose,Fruity;Sweet,Red - Merlot;Red - Pinot noir;Red - Zinfandel,Rose - Pinot Noir;Rose - White Zinfandel;Rose - Pink Moscato;Rose - White Merlot,White - Chardonnay;White - Pinot Grigio;White - Riesling;White - Moscato;White - Sauvignon Blanc
2020/08/20 3:12:42 PM CDT,Agree,35969,Female,White/Caucasian,United States of America,Bachelor's Degree,Single (Never Married),Milk Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Vodka,Tea/coffee with a little milk &/or cream,"Fruity (Skittles, Starburst, Jolly Ranchers)","Cinnamon, Baked Goods, Frosting","Cream Based (Ranch, Blue cheese, Ceaser)",Rose,Fruity;Sweet,Red - Merlot;Red - Pinot noir;Red - Zinfandel,Rose - Pinot Noir;Rose - White Zinfandel;Rose - Pink Moscato;Rose - White Merlot,White - Chardonnay;White - Pinot Grigio;White - Riesling;White - Moscato;White - Sauvignon Blanc
2020/08/20 3:26:19 PM CDT,Agree,29618,Male,White/Caucasian,Europe,Master's Degree,Single (Never Married),White Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Beer,Black (with nothing added),I do not eat candy,"Cinnamon, Baked Goods, Frosting",I do not use dressing/eat salads,White,Fruity,Red - Merlot,Rose - White Merlot,White - Chardonnay;White - Riesling
2020/08/20 4:38:21 PM CDT,Agree,33997,Female,Latino or Hispanic,United States of America,Trade School,Single (Never Married),Milk Chocolate,"Soft (Brie, Camembert, Munster)",Whiskey/Scotch,Tea/coffee with a little milk &/or cream,"Candy Bar (Snicker, Milky way, Twix)","Clean Linen,  Fresh Air, Seaside","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Red,Fruity,Red - Cabernet sauvignon;Red - Merlot;Red - Pinot noir,Rose - Cabernet;Rose - White Zinfandel;Rose - Pink Moscato;Rose - White Merlot,White - Chardonnay;White - Moscato
2020/08/20 5:07:24 PM CDT,Agree,28840,Female,White/Caucasian,United States of America,High School Diploma or equivalent,Divorced,Dark Chocolate,"Soft (Brie, Camembert, Munster)",Tequila,Black (with nothing added),I do not eat candy,"Wood, Tobacco, Musk","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Red,Bold,Red - Malbec;Red - Sangiovese;Red - Cabernet Franc;Red - Cabernet sauvignon;Red - Pinot noir;Red - Zinfandel;Red - Syrah,Rose - Sangiovese;Rose - Tempranillo;Rose - Syrah;Rose - Cabernet;Rose - Pinot Noir,White - Chardonnay;White - Pinot Grigio;White - Viognier
2020/08/20 5:22:20 PM CDT,Agree,23993,Female,White/Caucasian,United States of America,Master's Degree,Married,Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Tequila,Tea/coffee with a little milk &/or cream,"Candy Bar (Snicker, Milky way, Twix)","Clean Linen,  Fresh Air, Seaside","Cream Based (Ranch, Blue cheese, Ceaser)",Red,Dry,Red - Malbec;Red - Sangiovese;Red - Cabernet sauvignon;Red - Pinot noir;Red - Zinfandel;Red - Syrah,Rose - Sangiovese;Rose - Pinot Noir;Rose - White Zinfandel,White - Chardonnay;White - Pinot Grigio;White - Sauvignon Blanc
2020/08/20 6:23:47 PM CDT,Agree,33024,Female,Latino or Hispanic,United States of America,Bachelor's Degree,Married,Dark Chocolate,"Soft (Brie, Camembert, Munster)",Tequila,Tea/coffee with a little milk &/or cream,"Candy Bar (Snicker, Milky way, Twix)","Wood, Tobacco, Musk","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Red,Bold,Red - Malbec;Red - Cabernet sauvignon;Red - Merlot;Red - Pinot noir,Rose - Tempranillo;Rose - Syrah;Rose - Pinot Noir,White - Pinot Grigio;White - Sauvignon Blanc;White - Chenin Blanc;White - Viognier
2020/08/20 6:43:18 PM CDT,Agree,32683,Male,White/Caucasian,United States of America,Bachelor's Degree,Single (Never Married),Dark Chocolate,"Blue-veined (Roquefort, Gorgonzola, Bleu)",Whiskey/Scotch,Tea/coffee with a little milk &/or cream,"Sour (Sour patch kids, Warheads, Lemonheads)","Wood, Tobacco, Musk","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Red,Fruity;Sweet;Bold,Red - Sangiovese;Red - Cabernet Franc;Red - Pinot noir;Red - Syrah;Red - Grenache,Rose - Grenache;Rose - Sangiovese,White - Riesling;White - Chenin Blanc;White - Viognier;White - Chablis;White - Gewürztraminer
2020/08/20 7:28:34 PM CDT,Agree,35339,Female,White/Caucasian,United States of America,Bachelor's Degree,Married,Milk Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Tequila,Tea/coffee with a little milk &/or cream,"Candy Bar (Snicker, Milky way, Twix)","Cinnamon, Baked Goods, Frosting","Cream Based (Ranch, Blue cheese, Ceaser)",Rose,Fruity;Sweet,Red - Pinot noir;Red - Zinfandel,Rose - Cabernet;Rose - Pinot Noir;Rose - White Zinfandel;Rose - Pink Moscato;Rose - White Merlot,White - Pinot Grigio;White - Riesling;White - Moscato;White - Sauvignon Blanc;White - Gewürztraminer
2020/08/20 7:36:19 PM CDT,Agree,35936,Female,White/Caucasian,United States of America,High School Diploma or equivalent,Single (Never Married),Dark Chocolate,I don't eat cheese,Beer,I do not drink coffee or tea,I do not eat candy,"Wood, Tobacco, Musk","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Red,Fruity,,,
2020/08/20 8:17:54 PM CDT,Agree,32294,Female,Two or More,United States of America,Bachelor's Degree,Married,Milk Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Beer,Tea/coffee with a little milk &/or cream,"Candy Bar (Snicker, Milky way, Twix)","Wood, Tobacco, Musk","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Red,Bold,Red - Malbec;Red - Nebbiolo;Red - Cabernet sauvignon;Red - Merlot;Red - Pinot noir;Red - Syrah,Rose - Pinot Noir;Rose - White Zinfandel;Rose - Pink Moscato,White - Pinot Grigio;White - Moscato
2020/08/20 8:37:00 PM CDT,Agree,35340,Male,White/Caucasian,United States of America,High School Diploma or equivalent,Single (Never Married),White Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Beer,I do not drink coffee or tea,"Sour (Sour patch kids, Warheads, Lemonheads)","Wood, Tobacco, Musk","Sweet/Herbal/Tangy (Thousand Island, Green Goddess, French)",Rose,Sweet,,,
2020/08/20 8:38:26 PM CDT,Agree,34975,Female,White/Caucasian,United States of America,Master's Degree,Single (Never Married),Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Beer,Tea/coffee with a little milk &/or cream,"Sour (Sour patch kids, Warheads, Lemonheads)","Clean Linen,  Fresh Air, Seaside","Cream Based (Ranch, Blue cheese, Ceaser)",Red,Fruity,Red - Malbec;Red - Pinot noir;Red - Zinfandel,Rose - Pinot Noir;Rose - White Zinfandel;Rose - Pink Moscato,White - Riesling;White - Moscato
2020/08/20 8:56:02 PM CDT,Agree,32158,Female,White/Caucasian,United States of America,Bachelor's Degree,Single (Never Married),Milk Chocolate,"Soft (Brie, Camembert, Munster)",Tequila,Tea/coffee with a little milk &/or cream,I do not eat candy,"Citrus, Floral, Herbal","Sweet/Herbal/Tangy (Thousand Island, Green Goddess, French)",Red,Dry;Fruity;Bold,Red - Malbec;Red - Sangiovese;Red - Cabernet sauvignon;Red - Pinot noir,Rose - Tempranillo;Rose - Pinot Noir;Rose - Pink Moscato,White - Pinot Grigio;White - Riesling;White - Moscato;White - Sauvignon Blanc;White - Chablis
2020/08/20 11:12:20 PM CDT,Agree,34140,Female,White/Caucasian,North America/Central America (excluding USA),Other/Prefer not to say,Single (Never Married),Dark Chocolate,"Soft (Brie, Camembert, Munster)",Tequila,Tea/coffee with a little milk &/or cream,"Fruity (Skittles, Starburst, Jolly Ranchers)","Cinnamon, Baked Goods, Frosting","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",White,Fruity;Sweet,,Rose - Pink Moscato,White - Riesling;White - Moscato;White - Viognier;White - Gewürztraminer
2020/08/21 12:07:15 AM CDT,Agree,33639,Female,Asian,Asia,Master's Degree,Single (Never Married),Dark Chocolate,"Soft (Brie, Camembert, Munster)",Whiskey/Scotch,Tea/coffee with a little milk &/or cream,"Fruity (Skittles, Starburst, Jolly Ranchers)","Cinnamon, Baked Goods, Frosting","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",White,Sweet,Red - Sangiovese,Rose - Sangiovese,White - Moscato
2020/08/21 2:31:43 AM CDT,Agree,24431,Male,White/Caucasian,Europe,High School Diploma or equivalent,Married,Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Whiskey/Scotch,Black (with nothing added),I do not eat candy,"Clean Linen,  Fresh Air, Seaside","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Red,Dry,Red - Malbec;Red - Cabernet sauvignon;Red - Merlot;Red - Zinfandel;Red - Syrah,Rose - Tempranillo;Rose - Pinot Noir;Rose - White Merlot,White - Chardonnay;White - Sauvignon Blanc;White - Chenin Blanc
2020/08/21 3:04:50 AM CDT,Agree,35906,Male,White/Caucasian,United States of America,Bachelor's Degree,Single (Never Married),Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Whiskey/Scotch,Black (with nothing added),"Candy Bar (Snicker, Milky way, Twix)","Cinnamon, Baked Goods, Frosting","Cream Based (Ranch, Blue cheese, Ceaser)",Rose,Dry,Red - Pinot noir,Rose - Sangiovese;Rose - Pinot Noir;Rose - White Merlot,White - Pinot Grigio;White - Sauvignon Blanc;White - Marsanne
2020/08/21 4:27:54 AM CDT,Agree,35394,Female,Asian,Other/Prefer not to say,Bachelor's Degree,Single (Never Married),Milk Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Beer,Tea/coffee with a little milk &/or cream,"Candy Bar (Snicker, Milky way, Twix)","Wood, Tobacco, Musk","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",White,Dry,Red - Cabernet Franc;Red - Merlot;Red - Pinot noir,Rose - Grenache;Rose - Pink Moscato,White - Chardonnay;White - Pinot Grigio;White - Riesling;White - Sauvignon Blanc
2020/08/21 2:47:04 PM CDT,Agree,33262,Female,White/Caucasian,United States of America,Trade School,Married,Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Whiskey/Scotch,Tea/coffee with a little milk &/or cream,"Candy Bar (Snicker, Milky way, Twix)","Cinnamon, Baked Goods, Frosting","Cream Based (Ranch, Blue cheese, Ceaser)",White,Fruity,Red - Malbec;Red - Sangiovese;Red - Zinfandel;Red - Syrah,Rose - Sangiovese;Rose - Tempranillo;Rose - Syrah;Rose - White Zinfandel;Rose - Pink Moscato,White - Chardonnay;White - Riesling;White - Chenin Blanc;White - Gewürztraminer
2020/08/21 4:38:48 PM CDT,Agree,32793,Non-Binary,White/Caucasian,United States of America,Bachelor's Degree,Single (Never Married),Dark Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Vodka,Milk &/or cream with a little tea/coffee,"Sour (Sour patch kids, Warheads, Lemonheads)","Citrus, Floral, Herbal","Cream Based (Ranch, Blue cheese, Ceaser)",Red,Bold,Red - Malbec;Red - Cabernet sauvignon;Red - Merlot,,White - Pinot Grigio
2020/08/22 8:46:38 AM CDT,Agree,33413,Female,Latino or Hispanic,United States of America,Bachelor's Degree,Single (Never Married),Milk Chocolate,"Firm/Semi-firm (Cheddar, Gouda, Parmesan)",Beer,Black (with nothing added),"Sour (Sour patch kids, Warheads, Lemonheads)","Wood, Tobacco, Musk","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Red,Fruity;Sweet,Red - Malbec;Red - Cabernet sauvignon;Red - Merlot;Red - Syrah;Red - Lambrusco,Rose - Tempranillo,White - Riesling
2020/08/22 11:58:57 AM CDT,Agree,34991,Other/Prefer not to say,White/Caucasian,United States of America,Bachelor's Degree,Single (Never Married),Dark Chocolate,"Soft (Brie, Camembert, Munster)",Whiskey/Scotch,Tea/coffee with a little milk &/or cream,"Candy Bar (Snicker, Milky way, Twix)","Citrus, Floral, Herbal","Vinegar/Vinaigrettes (Balsamic, Oil & Vinegar, Italian)",Red,Fruity;Bold,Red - Malbec;Red - Nebbiolo;Red - Sangiovese;Red - Cabernet Franc;Red - Cabernet sauvignon;Red - Merlot;Red - Pinot noir;Red - Zinfandel;Red - Syrah;Red - Grenache;Red - Gamay;Red - Lambrusco,Rose - Grenache;Rose - Sangiovese;Rose - Tempranillo;Rose - Syrah;Rose - Cabernet;Rose - Provence;Rose - Pinot Noir,White - Chardonnay;White - Pinot Grigio;White - Viognier
